Instance,AS_Prediction
71,0.17683542075956044
129,0.40229042789195313
22,0.6428391839683197
183,0.42029262240140086
429,0.6096379481847481
64,0.4007021601527571
481,0.4519468128735004
241,0.3887120668559567
281,0.6165792427230652
84,0.8695359661303573
161,0.9036572630145254
103,0.054955121324934415
209,0.09375782958411415
206,0.047646507175711846
244,0.07781256969157233
336,0.08063935094577364
331,0.08120375487722813
0,0.09131198379946923
261,0.060488609095774526
504,0.03926354454364998
407,0.07526748838664879
440,0.06239981348291213
230,0.08197229899786539
430,0.07007810046987212
A,0.06665276615134703
357,0.06271741980601568
202,0.10441797536540497
345,0.0478905327781112
232,0.05280959561100545
127,0.05079202329899582
20,0.09533659939070667
387,0.07362379830063674
67,0.072905626748884
502,0.09444960983715368
94,0.05547014220412844
74,0.0696007956322612
23,0.05088688014324152
156,0.050972618764716336
394,0.05745958325969821
121,0.10257707892206945
242,0.061991228074935206
80,0.04958427695435848
11,0.07039462616455977
59,0.09659420397095504
179,0.09845368953811437
427,0.12717764453900135
340,0.11906636041727137
137,0.08662471702903868
366,0.07472235756051498
322,0.11442541037365064
81,0.0925734200360911
237,0.04466422923275219
69,0.03980011865146167
239,0.07139507903519998
497,0.07451937319410225
496,0.04986609331560331
92,0.048736110254403775
168,0.09619760889045505
14,0.07887437064366694
367,0.08343173525148184
247,0.058659104182154496
