Instance,AS_Prediction
71,0.228211810887228
129,0.3400166247737731
22,0.45548556306096116
183,0.5845575743388436
429,0.592194286648891
64,0.3861587747213892
481,0.3986749388696662
241,0.4586580449211059
281,0.5964070712697476
84,0.7928382850283805
161,0.6266714488085013
103,0.021450487036129458
209,0.034621609520523615
206,0.04588997994583167
244,0.06737712228069187
336,0.06039530569246415
331,0.019587088208329394
0,0.04632294120152574
261,0.028685477734455497
504,0.032768446751510236
407,0.01691453066039734
440,0.028753972813186437
230,0.03615714597000728
430,0.027422120818255378
A,0.09584856419842418
357,0.05967893014631183
202,0.08442544527546421
345,0.06872567207864934
232,0.021077463194926416
127,0.08379822291116228
20,0.0525245088294714
387,0.07677555261546586
67,0.0825667197591191
502,0.03561244814883198
94,0.06133205185978783
74,0.015236502389672441
23,0.050106631147569664
156,0.04257682969562529
394,0.06474929777323249
121,0.04421005258330907
242,0.06919186830228152
80,0.03852829456967998
11,0.04217834280588672
59,0.03815747479373076
179,0.028809786188475087
427,0.009774516333302154
340,0.05496863427419857
137,0.07947494041123432
366,0.03881491773173848
322,0.11144809476156564
81,0.0735971029812468
237,0.02871595635670185
69,0.09583241114844275
239,0.013651910840014452
497,0.03077530779170637
496,0.032333353283223294
92,0.05838397250376762
168,0.05370123046876844
14,0.04798316583910557
367,0.053785258618527836
247,0.08419917259624554
